Sale ID,Date,Brand,Model,Price,Quantity,Total Sales,Customer Age,Gender,City,Payment Method,Storage,RAM,Rating
MS0340,46006,Vivo,V30 Pro,45999,1,45999,50,Female,Dharwad,Debit Card,512 GB,8 GB,4.5
MS0002,46006,OnePlus,Nord CE 4,21999,1,21999,50,Female,Davangere,Debit Card,128 GB,6 GB,3.4
MS0239,46006,OnePlus,OnePlus 12,61999,1,61999,21,Male,Hubballi,UPI,128 GB,6 GB,4.4
MS0291,46006,Samsung,Galaxy S24,64999,1,64999,26,Male,Dharwad,Cash,512 GB,12 GB,4.5
MS0461,46006,Samsung,Galaxy A55,39499,1,39499,23,Male,Shivamogga,EMI,256 GB,6 GB,4.3
MS0421,46007,Vivo,V30,30999,1,30999,31,Male,Bengaluru,EMI,256 GB,8 GB,3.7
MS0075,46008,Realme,GT 6,40999,1,40999,24,Female,Hassan,UPI,128 GB,6 GB,4
MS0246,46009,Apple,iPhone 15 Plus,79999,1,79999,19,Female,Davangere,EMI,256 GB,6 GB,4.8
MS0140,46009,Realme,GT 6,40999,1,40999,50,Female,Hubballi,UPI,128 GB,6 GB,3.8
MS0390,46011,OnePlus,OnePlus 12R,42999,1,42999,30,Female,Davangere,EMI,128 GB,8 GB,3.5
MS0377,46012,OnePlus,Nord 3,31999,1,31999,43,Male,Mysuru,Credit Card,256 GB,12 GB,3.8
MS0423,46012,Apple,iPhone 15,66999,1,66999,25,Male,Bengaluru,Cash,128 GB,6 GB,4.7
MS0482,46014,Vivo,Y28,11999,2,23998,30,Male,Mysuru,Cash,256 GB,6 GB,3.5
MS0181,46016,Apple,iPhone 14,59999,1,59999,23,Male,Hubballi,EMI,128 GB,12 GB,3.6
MS0132,46016,OnePlus,OnePlus 12R,42999,1,42999,44,Male,Hubballi,Credit Card,256 GB,12 GB,3.7
MS0359,46017,Realme,12 Pro,23999,2,47998,34,Female,Shivamogga,Cash,128 GB,8 GB,4
MS0122,46017,Xiaomi,Poco X6,18999,1,18999,25,Female,Hassan,UPI,256 GB,6 GB,3.6
MS0014,46017,Oppo,Reno 11 Pro,39999,3,119997,38,Female,Dharwad,EMI,512 GB,6 GB,4.2
MS0063,46017,Realme,12 Pro+,29499,1,29499,37,Male,Hassan,UPI,128 GB,8 GB,4.9
MS0252,46017,Vivo,Y28,14999,1,14999,36,Male,Mysuru,Cash,256 GB,12 GB,4.9
MS0038,46021,Apple,iPhone 14,58999,1,58999,22,Female,Davangere,Cash,128 GB,8 GB,3.6
MS0313,46022,Vivo,V30 Pro,45999,1,45999,53,Female,Hassan,Cash,128 GB,8 GB,4.6
MS0420,46022,Oppo,Reno 11 Pro,38499,2,76998,40,Female,Belagavi,Cash,512 GB,8 GB,4.1
